CAND_ID,CAND_NAME,CAND_PTY_AFFILIATION,CAND_ELECTION_YR,CAND_OFFICE_ST,CAND_OFFICE,CAND_OFFICE_DISTRICT,CAND_ICI,CAND_STATUS,CAND_PCC
H8TX14146,"TYLKA, LAWRENCE MICHAEL",DEM,2018,TX,H,14,C,N,
H8TX14153,"SARGENT, WILLIAM KEDZIE ",REP,2018,TX,H,14,C,C,C00655720
H8TX15051,"BRUEGGEMANN, DALE MR.",REP,2018,TX,H,15,C,N,C00658930
H8TX16075,"LECLAIRE, NICOLE JENAE",DEM,2018,TX,H,16,O,N,C00636787
H8TX16083,"FENENBOCK, DORI",DEM,2018,TX,H,16,O,C,C00640763
H8TX16091,"GARCIA, ENRIQUE MR.",DEM,2018,TX,H,16,O,C,C00652404
H8TX16109,"ESCOBAR, VERONICA",DEM,2018,TX,H,16,O,C,C00653923
H8TX16117,"CARRILLO, JOHN RENE",DEM,2018,TX,H,16,O,N,C00655100
H8TX16125,"GARCIA-URESTE, ALIA",REP,2018,TX,H,16,O,N,C00660860
H8TX16133,"SEEBERGER, RICK",REC,2018,TX,H,16,O,C,C00662379
H8TX16141,"CHAVEZ, NORMA PRISCILLA MS.",DEM,2018,TX,H,16,O,C,C00663443
H8TX17123,"STURM, SCOTT 1974",DEM,2018,TX,H,17,C,N,C00647867
H8TX17131,"MANTEY, DALE S",DEM,2018,TX,H,17,C,C,C00648105
H8TX17149,"KENNEDY, RICHARD",DEM,2018,TX,H,17,C,C,C00654640
H8TX18162,"PETERKA, JESSICA LEE",IND,2018,TX,H,18,C,N,C00638429
H8TX18170,"BATISTE, DONALD MR",DEM,2018,TX,H,18,C,N,
H8TX18188,"JOHNSON, RICHARD",DEM,2018,TX,H,18,C,N,
H8TX19103,"EPSTEIN, DANIEL JACOB",DEM,2018,TX,H,19,C,C,C00636399
H8TX19111,"LEVARIO, MIGUEL ANTONIO MR. PHD",DEM,2018,TX,H,19,C,C,C00638353
H8TX20143,"HOSTETLER, ROBERT STEVEN",NNE,2018,TX,H,20,C,N,C00668111
H8TX21125,"BLUNT, JEFFREY C.",LIB,2018,TX,H,20,C,N,
H8TX21141,"MELTON, RIXI",DEM,2018,TX,H,21,O,C,C00634782
H8TX21158,"CROWE, DERRICK CHAD MR.",DEM,2018,TX,H,21,O,C,C00636613
H8TX21166,"MCFADDEN, ELLIOTT JAMES",DEM,2018,TX,H,21,O,C,C00636720
H8TX21174,"PERRI, CHRISTOPHER MICHAEL",DEM,2018,TX,H,25,C,C,C00637876
H8TX21182,"WILSON, MARY E",DEM,2018,TX,H,21,O,C,C00640474
H8TX21190,"KOPSER, JOSEPH",DEM,2018,TX,H,21,O,C,C00641191
H8TX21208,"BURKHART, ERIC BRADLEY MR.",REP,2018,TX,H,21,O,N,C00650127
H8TX21216,"ISAAC, JASON",REP,2018,TX,H,21,O,C,C00660274
H8TX21224,"NARVAIZ, SUSAN",REP,2018,TX,H,21,O,C,C00660761
H8TX21232,"TURULLOLS-BONILLA, RICARDO MR",UN,2018,TX,H,21,O,N,C00660845
H8TX21240,"TEMPLE, SAMUEL",REP,2018,TX,H,21,O,C,C00661033
H8TX21257,"NEGLEY, WILLIAM W.",REP,2018,TX,H,21,O,C,C00661223
H8TX21265,"ANDARZA, IVAN ARTURO",REP,2018,TX,H,21,O,C,C00661736
H8TX21273,"STOVALL, ROBERT",REP,2018,TX,H,21,O,C,C00661835
H8TX21281,"KRAUSE, RYAN PATRICK",REP,2018,TX,H,21,O,C,C00662841
H8TX21299,"HAGEN, FOSTER",REP,2018,TX,H,21,O,C,C00662536
H8TX21307,"ROY, CHIP",REP,2018,TX,H,21,O,C,C00662767
H8TX21315,"SARVER, JENIFER",REP,2018,TX,H,21,O,C,C00662817
H8TX21323,"POTEET, ALONZO MARCUS MR. III",REP,2018,TX,H,21,O,C,C00664680
H8TX21331,"GARZA, MAURO EVERETT MR.",REP,2018,TX,H,21,O,C,C00663435
H8TX21349,"WARDLAW, PEGGY",REP,2018,TX,H,21,O,C,C00663856
H8TX21356,"WHITE, ANTHONY J",REP,2018,TX,H,21,C,N,
H8TX22107,"OLSON, PETER G.",REP,2018,TX,H,22,I,C,C00437913
H8TX22198,"BARKLEY, RONALD BEN",IND,2008,TX,H,22,C,N,C00447110
H8TX22206,"PLUMMER, LETITIA",DEM,2018,TX,H,22,C,C,C00639898
H8TX22214,"BOWERS, HARRY",REP,2017,TX,H,22,C,N,C00646729
H8TX22222,"WILLIAMS, STEPHANIE MS.",NNE,2018,TX,H,22,C,N,
H8TX22230,"ZMRHAL, ERIC",REP,2018,TX,H,22,C,C,C00654632
H8TX22248,"GREEN, JAMES",REP,2018,TX,H,22,C,C,C00665893
H8TX22255,"NGUYEN, DANNY QUOC MR. CCIM",REP,2018,TX,H,22,C,C,C00659110
H8TX22263,"BROWN II, STEPHEN KEITH",DEM,2018,TX,H,22,C,C,C00661579
H8TX22271,"JOHNSON, MARGARITA RUIZ",DEM,2018,TX,H,22,C,N,C00664805
H8TX22289,"KULKARNI, SRI PRESTON",DEM,2018,TX,H,22,C,C,C00662874
H8TX22297,"SWENY, SARA KELLEN MRS.",IND,2018,TX,H,22,C,N,C00671131
H8TX23113,"ARREDONDO-LYNCH, ALMA D.D.S",REP,2018,TX,H,23,C,C,C00652156
H8TX23121,"JONES, GINA ORTIZ",DEM,2018,TX,H,23,C,C,C00652297
H8TX23139,"TREVINO, RICARDO JOSE JR",DEM,2018,TX,H,23,C,C,C00653915
H8TX23147,"HULINGS, JAY",DEM,2018,TX,H,23,C,C,C00654277
H8TX23154,"CANALES, JUDITH ANN",DEM,2018,TX,H,23,C,C,C00655480
H8TX23162,"VILLESCAZ, ANGELA",DEM,2018,TX,H,23,C,N,C00664656
H8TX24103,"ALLEN, EDWARD",DEM,2018,TX,H,24,C,C,C00647859
H8TX24111,"BIGGAN, JOHN",DEM,2018,TX,H,24,C,C,C00656975
H8TX24129,"IMHOFF, JOSHUA ANDREW",DEM,2018,TX,H,24,C,N,C00663328
H8TX24137,"DAVISON, JOHNATHAN",REP,2018,TX,H,24,C,N,
H8TX25118,"GARVES, BEN",DEM,2018,TX,H,25,C,N,C00638544
H8TX25126,"THOMAS, KATHI",DEM,2018,TX,H,25,C,C,C00596841
H8TX25134,"PANDA, CHETAN",DEM,2018,TX,H,25,C,C,C00649186
H8TX25142,"HANSEN, EDWARD WESTERGAARD",DEM,2018,TX,H,25,C,C,C00661355
H8TX25159,"OLIVER, JULIE LYNN",DEM,2018,TX,H,25,C,C,C00661769
H8TX25167,"HANSEN, WEST",DEM,2018,TX,H,25,C,N,
H8TX26074,"BERSHAD, IRA MR.",DEM,2018,TX,H,26,C,N,C00639609
H8TX26082,"FISHER, WILLIAM CARL",DEM,2018,TX,H,26,C,C,C00640896
H8TX26090,"BIRKENSTOCK, VERONICA",REP,2018,TX,H,26,C,C,C00640953
H8TX26108,"SAJNA, CYRUS",REP,2018,TX,H,3,C,N,C00646679
H8TX26116,"WANNAMAKER, JOHN K",DEM,2018,TX,H,26,C,N,C00649616
H8TX26124,"FAGAN, LINSEY",DEM,2018,TX,H,26,C,C,C00635870
H8TX26132,"KROHN, SHANDA",IND,2018,TX,H,26,C,N,C00668442
H8TX27031,"PENA, RENE MR. JR.",DEM,2018,TX,H,27,O,N,
H8TX27049,"CLOUD, MICHAEL",REP,2018,TX,H,27,O,C,C00655332
H8TX27056,"HOLGUIN, ERIC",DEM,2018,TX,H,27,O,C,C00641340
H8TX27064,"HALL, JERRY RAY MR",REP,2018,TX,H,27,O,N,C00662833
H8TX27072,"BRUUN, BECH",REP,2018,TX,H,27,O,C,C00663161
H8TX27080,"MAPP, CHRIS",REP,2018,TX,H,27,O,C,C00663823
H8TX27098,"FOSTER, VANESSA EDWARDS",DEM,2018,TX,H,27,C,N,C00668962
H8TX27106,"GASSMAN, EDDIE",REP,2018,TX,H,27,C,N,
H8TX28039,"IDROGO, MICHAEL",LIB,2018,TX,H,20,C,N,
H8TX29045,"MORALES, HECTOR ADRIAN MR.",DEM,2018,TX,H,29,O,C,C00636936
H8TX29052,"GARCIA, SYLVIA R",DEM,2018,TX,H,29,O,C,C00660555
H8TX29060,"VALENCIA, PEDRO",DEM,2018,TX,H,29,O,C,C00660688
H8TX29078,"GARCIA, ROEL",DEM,2018,TX,H,29,O,C,C00661256
H8TX29086,"JAVED, MUHAMMAD TAHIR",DEM,2018,TX,H,29,O,C,C00662544
H8TX29094,PHILLIP ARNOLD ARONOFF,REP,2018,TX,H,29,O,N,
H8TX29102,"MONTIEL, CARMEN",REP,2018,TX,H,29,O,C,C00663864
H8TX29110,"ZOUBOULIKOS-BLANCO, JAIMY ANNETTE",REP,2018,TX,H,29,O,C,C00664581
H8TX29128,"REYES, AUGUSTINE H",DEM,2018,TX,H,29,C,N,C00666834
H8TX29136,"BLANCO, JAIMY Z",REP,2018,TX,H,29,C,N,
H8TX30043,"WILLIAMS, ERIC",DEM,2018,TX,H,30,C,N,
H8TX31033,"MANN, CHRISTINE EADY",DEM,2018,TX,H,31,C,C,C00638346
H8TX31041,"LESTER, RICHARD KENT",DEM,2018,TX,H,31,C,C,C00646471
H8TX31058,"HEGAR, MARY JENNINGS MJ",DEM,2018,TX,H,31,C,C,C00649350
H8TX32031,"LOVE, STEPHEN LEROY",DEM,2010,TX,H,32,C,N,C00442293
H8TX32056,"PELLETT, DANIELLE JESSICA",DEM,2018,TX,H,32,C,C,C00625152
H8TX32064,"HUGHLETT, AWBREY TYLER",DEM,2018,TX,H,32,C,N,C00634238
H8TX32072,"MARSHALL, RONALD WILLIAM",DEM,2018,TX,H,32,C,N,C00635375
H8TX32080,"RODRIGUEZ, DARRELL ALLEN",DEM,2018,TX,H,4,C,N,C00637603
H8TX32098,"ALLRED, COLIN",DEM,2018,TX,H,32,C,C,C00637868
H8TX32106,"MEIER, EDWARD",DEM,2018,TX,H,32,C,C,C00639278
H8TX32114,"MATERNOWSKI, TODD",DEM,2018,TX,H,32,C,C,C00639757
H8TX32122,"RODRIGUEZ, GEORGE",DEM,2018,TX,H,32,C,C,C00639963
H8TX32130,"HENRY, DAVID DEAN",DEM,2018,TX,H,32,C,N,C00652230
H8TX32148,"SALERNO, LILLIAN",DEM,2018,TX,H,32,C,C,C00656090
H8TX32155,"BROWN, PAUL MICHAEL",REP,2018,TX,H,32,C,N,
H8TX32163,"SHIPP, BRETT R.",DEM,2018,TX,H,32,C,C,C00662643
H8TX32171,"DEE, MICHAEL",IND,2018,TX,H,32,C,N,C00668988
H8TX33013,"SCHWAB, KURT L",REP,2018,TX,H,33,C,N,C00651745
H8TX33021,"BILLUPS, WILLIE KAILAWN",REP,2018,TX,H,33,C,C,C00663179
H8TX35018,"ALEXANDER, SHERRILL KENNETH",REP,2018,TX,H,35,C,C,C00656397
H8TX35026,"SMALLING, DAVID",REP,2018,TX,H,35,C,C,C00658849
H8TX35034,"MCKAY, RYAN DARRELL MR.",POP,2018,TX,H,35,C,N,
H8TX36016,"POWELL, JONATHAN A",DEM,2018,TX,H,36,C,C,C00638825
H8TX36024,"STEELE, DAYNA MS.",DEM,2018,TX,H,36,C,C,C00639419
H8UT01109,"BUCHMAN, JOSEPH GEDDES",LIB,2017,UT,H,3,O,N,
H8UT01117,"WEILAND, KUT FREDERICK",DEM,2018,UT,H,1,C,N,C00669341
H8UT01125,"DAVIS, ADAM",GRE,2018,UT,H,1,C,N,C00670455
H8UT01133,"ELIASON, ERIC R",UNI,2018,UT,H,1,C,N,C00670059
H8UT02222,"SNOW, MISTY K",DEM,2018,UT,H,2,C,C,C00636431
H8UT02230,"SURVEYOR, CHARLOTTE",DEM,2018,UT,H,2,C,N,
H8UT02248,"BURKETT, MARY",REP,2018,UT,H,2,C,C,C00655803
H8UT02255,"GHORBANI, SHIREEN SARAH",DEM,2018,UT,H,2,C,C,C00656280
H8UT02263,"LOWRY, JOSHUA",UN,2018,UT,H,2,C,N,
H8UT03055,"FRIEDBAUM, JEREMY",REP,2017,UT,H,3,O,N,
H8UT03089,"CHAFFETZ, JASON",REP,2018,UT,H,3,I,C,C00431684
H8UT03121,"KIDD, DAMIAN",REP,2018,UT,H,3,C,F,C00632455
H8UT03139,"ALLEN, KATHRY",DEM,2018,UT,H,3,C,F,C00634543
H8UT03147,"INGWELL, CARL ADAM MR.",DEM,2018,UT,H,3,C,N,C00638098
H8UT03154,"FRANK, BENJAMIN JOSEPH MR",DEM,2018,UT,H,3,C,N,
H8UT03162,"DAW, BRAD",REP,2018,UT,H,3,C,N,C00640912
H8UT03170,"DAYTON, MARGARET",REP,2018,UT,H,3,C,N,C00640920
H8UT03188,"HENDERSON, DEIDRE",REP,2017,UT,H,3,O,C,C00640979
H8UT03196,"AINGE, TANNER D",REP,2017,UT,H,3,O,C,C00647370
H8UT03204,"JAVED, FAEIZA",DEM,2017,UT,H,3,O,N,
H8UT03212,"ALDRICH, DEBORAH",REP,2017,UT,H,3,O,N,
H8UT03220,"COTTAM, BRINGHAM RHEAD",REP,2017,UT,H,3,O,N,
H8UT03238,"CURTIS, JOHN",REP,2018,UT,H,3,O,C,C00647339
H8UT03246,"FIFE, PAUL DAVID",REP,2017,UT,H,3,O,N,
H8UT03253,"HERROD, CHRISTOPHER",REP,2018,UT,H,3,C,N,C00648766
H8UT03279,"KUDER, KEITH",REP,2017,UT,H,3,O,N,
H8UT03287,"LEAVITT, MIKE",REP,2017,UT,H,3,O,N,
H8UT03303,"ROW, SHANE HORTON",REP,2017,UT,H,3,O,N,
H8UT03311,"CHRISTENSEN, JASON",OTH,2017,UT,H,3,O,N,
H8UT03329,"HEINEMAN, AARON",OTH,2017,UT,H,3,O,N,
H8UT03337,"PEAY, STEWART O.",REP,2017,UT,H,3,O,N,
H8UT03345,"WHALEN, SEAN W",UN,2017,UT,H,3,O,C,C00647917
H8UT03352,"BUCHMAN, JOSEPH GEDDES DR. PHD",LIB,2017,UT,H,3,O,C,C00652925
H8UT03360,"BENNETT, JAMES MCKAY",OTH,2017,UT,H,3,O,N,
H8UT03378,"ROESLER, RUSSELL PAUL",UNK,2017,UT,H,3,O,N,
H8UT03386,"PHILLIPS, BRENDAN",UNK,2017,UT,H,3,O,N,
H8UT03394,"BENNETT, JAMES MCKAY",UNK,2017,UT,H,3,O,C,C00656116
H8UT04012,"HOMER, ADAM ORSON",DEM,2018,UT,H,4,C,N,
H8UT04020,"MOTT-SMITH, MARLA LOUISE",DEM,2018,UT,H,4,C,C,C00636910
H8UT04038,"TAYLOR, TOM",DEM,2018,UT,H,4,C,C,C00637926
H8UT04046,"MCDONALD, DARLENE",DEM,2018,UT,H,4,C,C,C00637330
H8UT04053,"MCADAMS, BEN",DEM,2018,UT,H,4,C,C,C00658633
H8UT04061,"KIRKHAM, SHELDON",DEM,2018,UT,H,4,,N,C00672022
H8VA01147,"WITTMAN, ROBERT J MR.",REP,2018,VA,H,1,I,C,C00441014
H8VA01253,"SANTANA, EDWIN JR",DEM,2018,VA,H,1,C,C,C00630434
H8VA01261,"SAWYERS, RYAN",DEM,2018,VA,H,1,C,C,C00636480
H8VA01287,"HICKS, TOM",DEM,2018,VA,H,1,C,C,C00650200
H8VA01295,"SUDDARTH, JOHN",DEM,2018,VA,H,1,C,C,C00659565
H8VA01303,"WILLIAMS, VANGIE",DEM,2018,VA,H,1,C,C,C00632059
H8VA02053,"BELOTE, DAVE",DEM,2018,VA,H,2,C,C,C00648931
H8VA02061,"BROWN, SHAUN DENISE MISS",DEM,2018,VA,H,2,C,N,
H8VA02079,"JONES, MARY",REP,2018,VA,H,2,C,C,C00654350
H8VA02087,"HUBBARD, GARRY B MR.",DEM,2018,VA,H,2,C,N,C00654582
H8VA02095,"PORTER, ERNEST",DEM,2018,VA,H,2,C,N,C00655605
H8VA02103,"MALLARD, KAREN POWERS MRS.",DEM,2018,VA,H,2,C,C,C00649509
H8VA02111,"LURIA, ELAINE",DEM,2018,VA,H,2,C,N,C00664375
H8VA02129,"NYGAARD, DAVID E",DEM,2018,VA,H,2,C,N,C00665877
H8VA04026,"MCADAMS, RYAN A. MR.",REP,2018,VA,H,4,C,N,C00663070
H8VA05114,"HUFFSTETLER, ROGER DEAN RD",DEM,2018,VA,H,5,C,C,C00637918
H8VA05122,"SNEATHERN, ANDREW",DEM,2018,VA,H,5,C,C,C00640698
H8VA05130,"SLATE, ADAM",DEM,2018,VA,H,5,C,C,C00639153
H8VA05148,"CULLOP, BENJAMIN NIEL",DEM,2018,VA,H,5,C,C,C00649020
H8VA05155,"COCKBURN, LESLIE",DEM,2018,VA,H,5,C,C,C00650366
H8VA05163,"GAUGHAN, W. LAWRENCE",DEM,2018,VA,H,5,C,N,C00667618
H8VA06070,"VOLOSIN, PETER",DEM,2018,VA,H,6,O,C,C00652891
H8VA06088,"COPPOLA, SERGIO MR. II",DEM,2018,VA,H,6,O,N,C00657007
H8VA06096,"DUNBAR, CYNTHIA",REP,2018,VA,H,6,O,C,C00661116
H8VA06104,"CLINE, BENJAMIN LEE",REP,2018,VA,H,6,O,C,C00661561
H8VA06112,"HAYWOOD, CHARLES W. MR.",REP,2018,VA,H,6,O,C,C00661892
H8VA06120,"POPE, ELLIOT",REP,2018,VA,H,6,C,N,C00667451
H8VA06138,"LEWIS, JENNIFER LYNN",DEM,2018,VA,H,6,C,N,C00669531
H8VA06146,"WRIGHT, DOUGLAS DAVID DR.",REP,2018,VA,H,6,C,N,C00669630
H8VA06153,"DESJADON, MICHAEL",REP,2018,VA,H,6,C,N,C00667527
H8VA07037,"GRIFFITH, WILLIAM",IND,2008,VA,H,7,C,N,C00436279
H8VA07060,"ALLI, HELEN",DEM,2018,VA,H,7,C,C,C00634899
H8VA07078,"NOBLE, JANELLE",DEM,2018,VA,H,7,C,N,C00637132
H8VA07086,"WARD, DANIEL",DEM,2018,VA,H,7,C,C,C00648949
H8VA07094,"SPANBERGER, ABIGAIL",DEM,2018,VA,H,7,C,C,C00649913
H8VA07102,"FRASER, DIANE FINDLAY",DEM,2018,VA,H,7,C,C,C00659276
H8VA07110,"COMER, NATASHA VENITA",DEM,2018,VA,H,7,C,N,C00662411
H8VA08159,"OH, THOMAS",REP,2018,VA,H,8,C,N,C00669515
H8VA09041,"EGAN, JODY LYNN",REP,2008,VA,H,9,C,N,C00441535
H8VA09058,"SANTOPIETRO, JUSTIN",DEM,2018,VA,H,9,C,C,C00657528
H8VA09066,"FLACCAVENTO, ANTHONY JUDE MR",DEM,2018,VA,H,9,C,C,C00657619
H8VA10080,"HELMER, DANIEL",DEM,2018,VA,H,10,C,C,C00636738
H8VA10098,"STOVER, LINDSEY DAVIS",DEM,2018,VA,H,10,C,C,C00637892
H8VA10106,"WEXTON, JENNIFER",DEM,2018,VA,H,10,C,C,C00638023
H8VA10114,"HANSON, DAVID BRUCE MR.",DEM,2018,VA,H,10,C,C,C00640524
H8VA10122,"FRIEDMAN, ALISON",DEM,2018,VA,H,10,C,C,C00647024
H8VA10130,"SRAN, DEEP",DEM,2018,VA,H,10,C,C,C00648048
H8VA10148,"ADAMS, KIMBERLY",DEM,2018,VA,H,10,C,C,C00649665
H8VA10155,"HILL, SHAK",REP,2018,VA,H,10,C,C,C00651224
H8VA10163,"BIGGINS, JULIA ELIZABETH DR.",DEM,2018,VA,H,10,C,C,C00658245
H8VA10171,"PELLETIER, PAUL",DEM,2018,VA,H,10,C,C,C00658351
H8VA10189,"AYYAS, SHADI",DEM,2018,VA,H,10,C,N,C00669846
H8VA11039,"BYRNE, LESLIE L",DEM,2008,VA,H,11,O,P,C00440909
H8VA11062,"CONNOLLY, GERALD EDWARD",DEM,2018,VA,H,11,I,C,C00445452
H8VA11070,"DOVE, JEFFERY ANTHONY MR. JR.",REP,2018,VA,H,11,C,C,C00630384
H8VA11088,"PORTER, STEVAN MICHAEL MR.",LIB,2018,VA,H,11,C,N,C00631762
H8VA11096,"PARK, JONATHAN",DEM,2018,VA,H,11,C,N,C00667170
H8VA11104,"CAREY, PETER ANTHONY",OTH,2018,VA,H,11,C,N,C00671271
H8VT01040,"FREILICH, DANIEL ADAM",DEM,2018,VT,H,0,C,C,C00655068
H8VT01057,"MITCHELL, BENJAMIN L MFA",DEM,2018,VT,H,0,C,N,
H8WA02158,"SCHAFFER, DOUGLAS S",IND,2008,WA,H,2,C,N,C00453944
H8WA03172,"GASQUE, DOROTHY",DEM,2018,WA,H,3,C,C,C00630798
H8WA03180,"HARRISON, PETER JOHN MR.",DEM,2018,WA,H,3,C,N,C00632125
H8WA03198,"LONG, CAROLYN N.",DEM,2018,WA,H,3,C,C,C00660472
H8WA04089,"BROWN, CHRISTINE CAROL",DEM,2018,WA,H,4,C,C,C00647008
H8WA05110,"ERICKSON, KURT",REP,2008,WA,H,5,C,N,C00449322
H8WA05169,"STUCKART, BEN",DEM,2018,WA,H,5,C,C,C00629790
H8WA05177,"SUTHERLAND, MATTHEW JAMES MR.",DEM,2018,WA,H,5,C,C,C00640904
H8WA05185,"AGNEW, ERIC MR.",IND,2018,WA,H,5,C,C,C00651216
H8WA05193,"BROWN, LISA",DEM,2018,WA,H,5,C,C,C00654400
H8WA05201,"BONNEAU, JERED GAVIN",REP,2018,WA,H,5,,N,C00672071
H8WA07132,"MCDERMOTT, JAMES",DEM,2016,WA,H,7,I,P,C00223073
H8WA08072,"VAUGHN, JAMES EDWIN",DEM,2008,WA,H,8,C,N,C00449751
H8WA08114,"AHN, POGA",DEM,2018,WA,H,8,O,N,C00634741
H8WA08122,"CRAMER, THOMAS ALLEN",DEM,2018,WA,H,8,O,C,C00639658
H8WA08130,"MARTS, TOLA",DEM,2018,WA,H,8,O,C,C00641548
H8WA08148,"KOSTENKO, BRIAN OLAV",DEM,2018,WA,H,8,O,N,C00647438
H8WA08155,"DAS, MONA",DEM,2018,WA,H,8,O,C,C00649228
H8WA08163,"RITTEREISER, JASON",DEM,2018,WA,H,8,O,C,C00650028
H8WA08171,"WHITNEY, ROBERT (TOBY)",DEM,2018,WA,H,8,O,C,C00650283
H8WA08189,"SCHRIER, KIM DR.",DEM,2018,WA,H,8,O,C,C00652628
H8WA08197,"HUNZIKER, ROBERT",DEM,2018,WA,H,8,O,N,C00655258
H8WA08205,"ROSSI, DINO",REP,2018,WA,H,8,O,C,C00656371
H8WA08213,"OLSON, BRAYDEN",DEM,2018,WA,H,8,O,C,C00658062
H8WA08221,"GRASSIE, WILLIAM EUGENE",NPA,2018,WA,H,8,O,N,C00657353
H8WA08239,"HADER, SHANNON",DEM,2018,WA,H,8,O,C,C00660530
H8WA08247,"FRANCO, CHRIS",DEM,2018,WA,H,8,O,N,C00667162
H8WA08254,"JENKINS, ONDRAUS",DEM,2018,WA,H,8,O,N,C00668343
H8WA09054,"SMITH, SARAH",DEM,2018,WA,H,9,C,C,C00640151
H8WA10011,"HARRISON, ADAM",IND,2018,WA,H,10,C,N,
H8WA10029,"BORRELLI, TAMBORINE",OTH,2018,WA,H,10,C,N,C00659797
H8WI00018,"BALDWIN, TAMMY",DEM,2012,WI,H,2,C,P,C00326801
H8WI01024,"RYAN, PAUL D.",REP,2018,WI,H,1,I,C,C00330894
H8WI01115,"YANKOVICH, DAVID",DEM,2018,WI,H,1,C,C,C00646547
H8WI01123,"BRYCE, RANDY",DEM,2018,WI,H,1,C,C,C00647537
H8WI01131,"MYERS, CATHY",DEM,2018,WI,H,1,C,C,C00648907
H8WI01149,"POLCE, NICK",REP,2018,WI,H,1,C,C,C00659755
H8WI02121,"THERON, DANIEL PETER",REP,2016,WI,H,2,C,P,C00450353
H8WI03087,"BARRETT, KEVIN JAMES",LIB,2008,WI,H,3,C,N,C00456988
H8WI03103,"TOFT, STEVE",REP,2018,WI,H,3,C,C,C00658807
H8WI03111,"GERMANOTTA, JULIET DITA",DEM,2018,WI,H,3,C,N,C00660035
H8WI05132,"RUNDBLADE, SHAWN",DEM,2018,WI,H,5,C,N,C00634568
H8WI05140,"RILEY, KRIS ANN MS.",UNK,2018,WI,H,5,C,N,
H8WI05157,"GARCIA, RAMON HYRON MR",DEM,2018,WI,H,5,C,N,C00639856
H8WI05165,"PALZEWICZ, TOM",DEM,2018,WI,H,5,C,C,C00653733
H8WI05173,"WARNACUT, DAVID",IND,2018,WI,H,5,C,N,C00661074
H8WI06056,"KITTELSON, ROGER A",DEM,2008,WI,H,6,C,P,C00591370
H8WI06080,"OLMER, SCOTT",REP,2018,WI,H,6,C,C,C00636589
H8WI06098,"KOHL, DAN",DEM,2018,WI,H,6,C,C,C00647164
H8WI07070,"CAMPOS, ALLEN EUGENE",DEM,2018,WI,H,7,C,N,
H8WI07088,"FRENETTE, KYLE",DEM,2018,WI,H,7,C,N,C00667576
H8WI07096,"ENGEBRETSON, MARGARET RUTH",DEM,2018,WI,H,7,C,N,C00669143
H8WI07104,"EWERT, BRIAN",DEM,2018,WI,H,7,C,N,C00669671
H8WI08045,"LIEGEOIS, BEAU",DEM,2018,WI,H,8,C,C,C00655233
H8WI09050,"SENSENBRENNER, F. JAMES JR.",REP,2018,WI,H,5,I,C,C00083428
H8WV01067,"BAXTER, RALPH",DEM,2018,WV,H,1,C,C,C00654434
H8WV01075,"FERSHEE, KENDRA JEAN HUARD",DEM,2018,WV,H,1,C,C,C00655860
H8WV02073,"UNGER, JOHN R II",DEM,2008,WV,H,2,C,P,C00436378
H8WV02107,"SCHEINBERG, AARON",DEM,2018,WV,H,2,C,C,C00650077
H8WV02115,"SERGENT, TALLEY",DEM,2018,WV,H,2,C,C,C00650176
H8WV03048,"OJEDA, RICHARD NEECE SENATOR II",DEM,2018,WV,H,3,O,C,C00639989
H8WV03055,"PHILLIPS, RUPERT WILSON JR.",REP,2018,WV,H,3,O,C,C00647099
H8WV03063,"DAVIS, PAUL E",DEM,2018,WV,H,3,O,N,C00648147
H8WV03071,"AMJAD, AYNE",REP,2018,WV,H,3,O,N,
H8WV03089,"WILLIAMS, STEVE",DEM,2018,WV,H,3,O,C,C00651307
H8WV03097,"MILLER, CAROL DEVINE",REP,2018,WV,H,3,O,C,C00653220
H8WV03105,"LUCAS, CONRAD G. MR. II",REP,2018,WV,H,3,O,C,C00660134
H8WV03113,"GEARHEART, MARTY",REP,2018,WV,H,3,O,N,C00664516
H8WV03121,"LOVE, SHIRLEY",DEM,2018,WV,H,3,O,N,C00670588
H8WY00148,"LUMMIS, CYNTHIA MARIE",REP,2016,WY,H,0,I,P,C00443580
P00000679,"CARROLL, JERRY LEON",NNE,2020,US,P,0,,N,C00214999
P00002931,"MARTIN, JOHN GOVERNOR",IND,2018,US,P,0,C,N,C00651257
P00003160,"WELLS, THOMAS BAXTER",OTH,2016,US,P,0,O,N,C00571224
P00003244,"WINTERBOTTOM, THOMAS FRANCIS",DEM,2020,US,P,0,,N,C00549923
P00003335,"BUSH, GEORGE W",REP,2004,US,P,0,C,P,C00404343
P00003392,"CLINTON, HILLARY RODHAM / TIMOTHY MICHAEL KAINE",DEM,2016,US,P,0,O,P,C00575795
P00003608,"CAIN, HERMAN",REP,2012,US,P,0,C,P,C00496067
P00003715,"ASHE, WARREN RODERICK ",DEM,2016,US,P,0,O,N,C00576843
P00003897,"WALLACE, WILLIAM LEONARD",IND,2016,US,P,0,O,N,C00577791
P00003962,"SCHRINER, JOSEPH CHARLES",UNK,2016,US,P,0,O,P,C00385153
P00004424,"GREENSTEIN, MARK STEWART",LIB,2016,US,P,0,O,N,C00615005
P00004523,"HARRELL, SHARON WANDA",UN,2016,US,P,0,O,N,C00624247
P00004705,"STRICKLAND, GLORIA DAWN",IND,2016,US,P,0,O,N,C00630327
P00004846,"IWACHIW, WALTER N",REP,2016,US,P,0,O,N,C00599423
P00004861,"BICKELMEYER, MICHAEL",REP,2020,US,P,0,,N,C00553206
